"ЛИЦЕВОЙ","ХВС ВАННА НОМЕР","ХВС ВАННЯ ПОКАЗ","ХВС ТУАЛЕТ НОМЕР","ХВС ТУАЛЕТ ПОКАЗ","ХВС КУХНЯ НОМЕР","ХВС КУХНЯ ПОКАЗ","ПОЛИВ НОМЕР","ПОЛИВ ПОКАЗ","ГВС ВАННА НОМЕР","ГВС ВАННЯ ПОКАЗ","ГВС ТУАЛЕТ НОМЕР","ГВС ТУАЛЕТ ПОКАЗ","ГВС КУХНЯ НОМЕР","ГВС КУХНЯ ПОКАЗ","ОБРАТКА НОМЕР","ОБРАТКА ПОКАЗ"
"1210770000","8509421","1","","0","","0","8508910","15","8315114","1","","0","","0","","0"
"1210780010","13733997","195","","0","","0","13733988","33","281583","57","","0","","0","281209","0"
"1210780020","13025269","1037","","0","","0","13633440","38","13742910","6","10099577","90","","0","","0"
"1210790010","319351","182","","0","","0","319487","104","270041","41","","0","","0","","0"
"1210790020","","0","","0","","0","","0","","0","","0","","0","","0"
"1210800010","212583","544","","0","","0","211519","67","6731029","21","","0","","0","","0"
"1210800020","141770","1562","","0","","0","29126","352","5018914","2900","","0","","0","3558805","2763"
"1210810010","434168","60","","0","","0","434770","70","438797","11","","0","","0","","0"
"1210810020","2255582","1713","","0","","0","","0","371462","259","","0","","0","597289","99"
"1210820000","6278437","1515","","0","","0","5930370","305","6012351","338","","0","","0","6012255","248"
"1210830000","193864","281","","0","","0","191371","6","72687","205","","0","","0","","0"
"1210840000","533294","108","","0","","0","505228","1","8102058","56","","0","","0","","0"
"1210850000","14143011","428","","0","","0","14129684","58","13750944","2667","","0","","0","14137716","2564"
"1210860000","","0","","0","","0","","0","","0","","0","","0","","0"
"1210870000","242049","3039","","0","","0","218499","208","130907147","140","","0","","0","714866","2658"
"1210880000","257853","724","","0","","0","","0","192045","98","","0","192596","49","","0"
"1210890000","2857317","1899","","0","","0","14845","18","278957","9945","","0","","0","286783","9905"
"1210900000","120699","2045","","0","","0","","0","","0","","0","","0","","0"
"1210910000","5693740","257","","0","","0","89775","183","2734279","10752","","0","","0","2734099","9744"
"1210920000","170530","4055","","0","","0","125278","357","158140","8753","","0","","0","144082","6592"
"1210930000","2259442","2893","","0","","0","2258436","760","2202275","1246","","0","","0","","0"
"1210940000","255340","396","","0","","0","136361","146","87223","2","","0","","0","179435","0"
"1210950000","515990","1624","","0","","0","81864","130","542606","180","","0","","0","","0"
"1210960000","411811","459","","0","","0","729116","110","","0","","0","","0","","0"
"1210970000","911919","755","","0","","0","383588","296","13025791","98","","0","","0","746226","46"
"1210980000","167936","1836","","0","","0","7114538","189","","0","","0","","0","","0"
"1210990000","556263","2864","","0","","0","121592","174","559960","582","","0","","0","","0"
"1211000000","312052","1750","","0","","0","328228","0","32240","50","81739","3457","336144","73","","0"
"1211010000","3159245","2661","","0","","0","3282437","396","2525925","8443","","0","","0","2526339","7123"
"1211020010","432378","134","","0","","0","422394","10","8495223","8","","0","","0","","0"
"1211020020","311486","803","","0","","0","70410","171","300311","406","","0","","0","","0"
"1211030010","8083","1110","","0","","0","8096","183","","0","","0","","0","","0"
"1211030020","362457","1470","","0","","0","296160","0","338192","31","","0","","0","","0"
"1211040000","31128","2490","","0","","0","194038","175","38725","3668","","0","","0","23297","2668"
"1211050000","14073005","835","","0","","0","13442904","452","338487","253","","0","32858","215","","0"
"1211060000","5019330","1212","","0","","0","2088071","540","6762","1565","","0","","0","591969","3980"
"1211070000","8446138","173","","0","","0","8388667","32","","0","","0","","0","","0"
"1211080000","8788493","2532","","0","","0","6038419","618","262411","1630","","0","","0","132797","2146"
"1211090011","425532","2201","","0","","0","425099","416","382559","413","","0","","0","","0"
"1211090012","","2201","","0","","0","","416","","413","","0","","0","","0"
"1211090013","","0","","0","","0","","0","","0","","0","","0","","0"
"1211100000","","0","","0","","0","","0","","0","","0","","0","","0"
"1211110000","9200341468","12","","0","","0","","0","9200286425","7","","0","","0","","0"
"1211120000","","0","","0","","0","","0","","0","","0","","0","","0"
"1211130000","474690","1832","","0","","0","273973","30","495657","4671","","0","493256","4499","","0"
"1211140010","73644","1650","","0","","0","73897","296","105582","650","","0","","0","105602","4"
"1211140020","230269","115","","0","","0","229997","61","227911","776","","0","","0","","0"
"1211150010","74513","1244","","0","","0","85661","225","85681","5","","0","","0","","0"
"1211150020","69014","840","","0","","0","69321","211","6488394","20","","0","","0","","0"
"1211160010","917768","626","","0","","0","919001","107","44302","5920","","0","","0","49614","5789"
"1211160020","8509947","295","","0","","0","8460598","36","8251596","52","","0","","0","","0"
"1211170010","","0","","0","","0","","0","","0","","0","","0","","0"
"1211170020","237612","1204","","0","","0","","0","2202735","4301","","0","","0","","0"
"1211180010","282957","2165","","0","","0","176132","340","186522","726","","0","","0","","0"
"1211180020","195183","688","","0","","0","68536","217","696871","161","","0","","0","","0"
"1210010010","242776","235","","0","","0","","0","223669","98","","0","","0","","0"
"1210010020","2257802","1866","","0","","0","","0","2202542","1010","","0","","0","","0"
"1210010030","612711","772","","0","","0","","0","622751","377","","0","","0","","0"
"1210010040","96936","76","","0","","0","","0","65359","7","","0","","0","","0"
"1210010050","553718","557","","0","","0","","0","398040","201","","0","","0","","0"
"1210010060","4456136","947","","0","","0","","0","4458385","208","","0","","0","","0"
"1210010070","505081","630","","0","","0","","0","184580","60","","0","","0","","0"
"1210010080","373630","450","","0","","0","","0","367638","140","","0","","0","","0"
"1210010090","9200329745","6","","0","","0","","0","9200211939","2","","0","","0","","0"
"1210010100","01-00712","1167","","0","","0","","0","01-01062","363","","0","","0","","0"
"1210010110","4388821","894","","0","","0","","0","4164970","459","","0","","0","","0"
"1210010120","","0","","0","","0","","0","","0","","0","","0","","0"
"1210010130","53137","838","","0","","0","","0","75894","389","","0","","0","","0"
"1210010140","4660504","1427","","0","","0","","0","4573149","444","","0","","0","","0"
"1210010150","3226613","0","","0","","0","","0","270703","0","","0","","0","","0"
"1210010160","176016","397","","0","","0","","0","174372","139","","0","","0","","0"
"1210010170","4787375","315","","0","","0","","0","4891208","259","","0","","0","","0"
"1210010180","649717","2536","","0","","0","","0","229869","988","","0","","0","","0"
"1210010190","286578","1347","","0","","0","","0","428014","247","","0","","0","","0"
"1210010200","246025","275","","0","","0","","0","203399","146","","0","","0","","0"
"1210010210","325364","254","","0","","0","","0","303067","19","","0","","0","","0"
"1210010220","3159836","1306","","0","","0","","0","3157733","891","","0","","0","","0"
"1210010230","77703","2328","","0","","0","","0","49178","477","","0","","0","","0"
"1210010240","258218","645","","0","","0","","0","217800","168","","0","","0","","0"
"1210010250","","0","","0","","0","","0","","0","","0","","0","","0"
"1210010260","895605303","1019","","0","","0","","0","895483703","599","","0","","0","","0"
"1210010270","184034","1413","","0","","0","","0","177690","166","","0","","0","","0"
"1210010280","8308551","1","","0","","0","","0","443146","1","","0","","0","","0"
"1210010290","125480","231","","0","","0","","0","121478","65","","0","","0","","0"
"1210010300","163740","827","","0","","0","","0","83812","417","","0","","0","","0"
"1210010310","5098654","549","","0","","0","","0","5055486","35","","0","","0","","0"
"1210010320","443636","331","","0","","0","","0","448434","143","","0","","0","","0"
"1210010330","551308","419","","0","","0","","0","547239","142","","0","","0","","0"
"1210010340","3047388","1104","","0","","0","","0","2846127","381","","0","","0","","0"
"1210010350","8459","1552","","0","","0","","0","546313","904","","0","","0","","0"
"1210010360","","0","","0","","0","","0","","0","","0","","0","","0"
"1210010370","","0","","0","","0","","0","","0","","0","","0","","0"
"1210010380","307288","765","","0","","0","","0","191955","214","","0","","0","","0"
"1210010390","115365","1237","","0","","0","","0","111224","114","","0","","0","","0"
"1210010400","325078","147","","0","","0","","0","255361","47","","0","","0","","0"
"1210010410","112993","232","","0","","0","","0","513509","100","","0","","0","","0"
"1210010420","108754","1046","","0","","0","","0","97441","426","","0","","0","","0"
"1210010430","326624","594","","0","","0","","0","35890","183","","0","","0","","0"
"1210010440","6927786","15","","0","","0","","0","7195463","1","","0","","0","","0"
"1210010450","5530585","47","","0","","0","","0","85799","10","","0","","0","","0"
"1210010460","746429","583","","0","","0","","0","736764","11","","0","","0","","0"
"1210010470","3242908","632","","0","","0","","0","3196619","550","","0","","0","","0"
"1210010480","9200198284","9","","0","","0","","0","9200110314","9","","0","","0","","0"
"1210010490","510845","1368","","0","","0","","0","537255","654","","0","","0","","0"
"1210010500","340583","1613","","0","","0","","0","269643","949","","0","","0","","0"
"1210010510","10105","1364","","0","","0","","0","244","639","","0","","0","","0"
"1210010520","910807","174","","0","","0","","0","907885","29","","0","","0","","0"
"1210010530","376746","481","","0","","0","","0","299448","273","","0","","0","","0"
"1210010540","5849178","715","","0","","0","","0","5866554","304","","0","","0","","0"
"1210010550","549023","563","","0","","0","","0","","0","","0","","0","","0"
"1210010560","176390","148","","0","","0","","0","","0","","0","","0","","0"
"1210010570","22436","879","","0","","0","","0","17270","373","","0","","0","","0"
"1210010580","317763","560","","0","","0","","0","295672","374","","0","","0","","0"
"1210010590","66574","1708","","0","","0","","0","108667","871","","0","","0","","0"
"1210010600","11754","83","","0","","0","","0","12252","37","","0","","0","","0"
"1210010610","30917","1114","","0","","0","","0","32126","1034","","0","","0","","0"
"1210010620","916184","518","","0","","0","","0","26388","38","","0","","0","","0"
"1210010630","9200208260","32","","0","","0","","0","9200212832","25","","0","","0","","0"
"1210010640","218737","1446","","0","","0","","0","186531","270","","0","","0","","0"
"1210010650","181165","580","","0","","0","","0","307432","202","","0","","0","","0"
"1210010660","171862","720","","0","","0","","0","171647","143","","0","","0","","0"
"1210010670","01-00705","1606","","0","","0","","0","3091","55","","0","","0","","0"
"1210010680","","0","","0","","0","","0","","0","","0","","0","","0"
"1210010690","390812","1155","","0","","0","","0","347510","627","","0","","0","","0"
"1210010700","20292","329","","0","","0","","0","13104","125","","0","","0","","0"
"1210010710","3242684","1589","","0","","0","","0","3195099","1007","","0","","0","","0"
"1210010720","3284976","1699","","0","","0","","0","22325","361","","0","","0","","0"
"1210010730","3909387","1166","","0","","0","","0","3893739","386","","0","","0","","0"
"1210010740","246550","1360","","0","","0","","0","247474","408","","0","","0","","0"
"1210010750","4026983","1165","","0","","0","","0","3805028","421","","0","","0","","0"
"1210010760","890350303","1931","","0","","0","","0","890626803","778","","0","","0","","0"
"1210010770","3928718","1498","","0","","0","","0","400307","173","","0","","0","","0"
"1210010780","596356","789","","0","","0","","0","603196","459","","0","","0","","0"
"1210010790","4480780","1532","","0","","0","","0","5006385","286","","0","","0","","0"
"1210010800","","0","","0","","0","","0","","0","","0","","0","","0"
"1210010810","370565","852","","0","","0","","0","242027","567","","0","","0","","0"
"1210010820","4728135","565","","0","","0","","0","4821067","433","","0","","0","","0"
"1210010830","4533677","1717","","0","","0","","0","4572119","487","","0","","0","","0"
"1210010840","3571728","1934","","0","","0","","0","3337208","1083","","0","","0","","0"
"1210010850","86026","515","","0","","0","","0","94885","81","","0","","0","","0"
"1210010860","97376","883","","0","","0","","0","94852","651","","0","","0","","0"
"1210010870","488978","513","","0","","0","","0","696408","328","","0","","0","","0"
"1210010880","8635","228","","0","","0","","0","10133364","111","","0","","0","","0"
"1210010890","89644","864","","0","","0","","0","98949","376","","0","","0","","0"
"1210010900","191959","2195","","0","","0","","0","517220","999","","0","","0","","0"
"1210010910","197377","857","","0","","0","","0","192650","176","","0","","0","","0"
"1210010920","171742","361","","0","","0","","0","104997","168","","0","","0","","0"
"1210010930","569581","2007","","0","","0","","0","557997","487","","0","","0","","0"
"1210010940","4147837","819","","0","","0","","0","4135545","461","","0","","0","","0"
"1210010950","474972","796","","0","","0","","0","501344","64","","0","","0","","0"
"1210010960","5847492","1958","","0","","0","","0","5866271","893","","0","","0","","0"
"1210010970","4387569","1351","","0","","0","","0","25153","92","","0","","0","","0"
"1210010980","3824455","1094","","0","","0","","0","3819459","308","","0","","0","","0"
"1210010990","320602","848","","0","","0","","0","324144","513","","0","","0","","0"
"1210011000","4024519","994","","0","","0","","0","4893349","537","","0","","0","","0"
"1210011010","430671","1289","","0","","0","","0","364830","363","","0","","0","","0"
"1210011020","3346699","1182","","0","","0","","0","3336388","683","","0","","0","","0"
"1210011030","505210","1739","","0","","0","","0","487064","1116","","0","","0","","0"
"1210011040","77370","501","","0","","0","","0","305252","234","","0","","0","","0"
"1210011050","895510903","1685","","0","","0","","0","895470503","380","","0","","0","","0"
"1210011060","215294","938","","0","","0","","0","223380","527","","0","","0","","0"
"1210011070","611721","1289","","0","","0","","0","620208","596","","0","","0","","0"
"1210011080","3902698","780","","0","","0","","0","4077595","465","","0","","0","","0"
"1210011090","404835","1021","","0","","0","","0","487","300","","0","","0","","0"
"1210011100","1971626","776","","0","","0","","0","1970148","454","","0","","0","","0"
"1210011110","461022","1407","","0","","0","","0","458988","473","","0","","0","","0"
"1210011120","839914502","1148","","0","","0","","0","840062402","518","","0","","0","","0"
"1210011130","131171","828","","0","","0","","0","276168","103","","0","","0","","0"
"1210011140","4054966","961","","0","","0","","0","4043093","309","","0","","0","","0"
"1210011150","","0","","0","","0","","0","","0","","0","","0","","0"
"1210020010","","0","","0","","0","","0","","0","","0","","0","","0"
"1210020020","4024738","1618","","0","","0","","0","3805148","895","","0","","0","","0"
"1210020030","1922","1277","","0","","0","","0","597041","165","","0","","0","","0"
"1210020040","10070293","294","","0","","0","","0","10108531","82","","0","","0","","0"
"1210020050","890458603","794","","0","","0","","0","890384903","357","","0","","0","","0"
"1210020060","425044","1612","","0","","0","","0","426908","736","","0","","0","","0"
"1210020070","470789","763","","0","","0","","0","830","89","","0","","0","","0"
"1210020080","1309698","418","","0","","0","","0","1215198","214","","0","","0","","0"
"1210020090","236404","196","","0","","0","","0","238073","89","","0","","0","","0"
"1210020100","192613","1147","","0","","0","","0","214325","459","","0","","0","","0"
"1210020110","561635","1634","","0","","0","","0","563756","340","","0","","0","","0"
"1210020120","4786148","206","","0","","0","","0","5004270","121","","0","","0","","0"
"1210020130","183175","470","","0","","0","","0","172644","169","","0","","0","","0"
"1210020140","24487","1122","","0","","0","","0","35914","581","","0","","0","","0"
"1210020150","308350","668","","0","","0","","0","156469","74","","0","","0","","0"
"1210020160","15776","105","","0","","0","","0","2141","291","","0","","0","","0"
"1210020170","585594","1818","","0","","0","","0","587465","347","","0","","0","","0"
"1210020180","138031","1644","","0","","0","","0","123967","680","","0","","0","","0"
"1210020190","1211837","900","","0","","0","","0","1122679","294","","0","","0","","0"
"1210020200","10596","83","","0","","0","","0","45009","23","","0","","0","","0"
"1210020210","76867","189","","0","","0","","0","56872","79","","0","","0","","0"
"1210020220","3058603","1463","","0","","0","","0","3058362","1011","","0","","0","","0"
"1210020230","699682","1257","","0","","0","","0","85587","230","","0","","0","","0"
"1210020240","4107704","1370","","0","","0","","0","3806153","535","","0","","0","","0"
"1210020250","357669","1355","","0","","0","","0","411169","190","","0","","0","","0"
"1210020260","77369","1143","","0","","0","","0","43299","204","","0","","0","","0"
"1210020270","4106967","1182","","0","","0","","0","4097780","318","","0","","0","","0"
"1210020280","239769","1338","","0","","0","","0","8559","59","","0","","0","","0"
"1210020290","121433","164","","0","","0","","0","120239","30","","0","","0","","0"
"1210020300","615619","543","","0","","0","","0","613239","131","","0","","0","","0"
"1210020310","3303219","2509","","0","","0","","0","3404255","522","","0","","0","","0"
"1210020320","69250","444","","0","","0","","0","114361","144","","0","","0","","0"
"1210020330","4440","828","","0","","0","","0","14315","356","","0","","0","","0"
"1210020340","501522","1728","","0","","0","","0","535196","435","","0","","0","","0"
"1210020350","431182","1890","","0","","0","","0","419724","1395","","0","","0","","0"
"1210020360","407689","1296","","0","","0","","0","427455","330","","0","","0","","0"
"1210020370","","0","","0","","0","","0","","0","","0","","0","","0"
"1210020380","131206","379","","0","","0","","0","146072","176","","0","","0","","0"
"1210020390","355192","1667","","0","","0","","0","364133","289","","0","","0","","0"
"1210020400","3824229","2301","","0","","0","","0","3263854","455","","0","","0","","0"
"1210020410","","0","","0","","0","","0","","0","","0","","0","","0"
"1210020420","5858671","1668","","0","","0","","0","5867406","501","","0","","0","","0"
"1210020430","466965","1305","","0","","0","","0","58486","410","","0","","0","","0"
"1210020440","289419","503","","0","","0","","0","100866","323","","0","","0","","0"
"1210020450","5005732","973","","0","","0","","0","4480695","691","","0","","0","","0"
"1210020460","236681","1385","","0","","0","","0","239017","318","","0","","0","","0"
"1210020470","403774","1836","","0","","0","","0","107850","268","","0","","0","","0"
"1210020480","","0","","0","","0","","0","","0","","0","","0","","0"
"1210020490","890456503","573","","0","","0","","0","124690","5","","0","","0","","0"
"1210020500","9673","1249","","0","","0","","0","52913","643","","0","","0","","0"
"1210020510","2380684","2340","","0","","0","","0","2351864","718","","0","","0","","0"
"1210020520","3990151","1474","","0","","0","","0","3896317","1205","","0","","0","","0"
"1210020530","607377","809","","0","","0","","0","582629","163","","0","","0","","0"
"1210020540","4022416","1551","","0","","0","","0","3893551","497","","0","","0","","0"
"1210020550","118273","1122","","0","","0","","0","160946","575","","0","","0","","0"
"1210020560","314631","730","","0","","0","","0","90277","302","","0","","0","","0"
"1210020570","624831","1213","","0","","0","","0","628819","618","","0","","0","","0"
"1210020580","214348","818","","0","","0","","0","213922","196","","0","","0","","0"
"1210020590","5014","1673","","0","","0","","0","632230","672","","0","","0","","0"
"1210020600","432300","1851","","0","","0","","0","439873","914","","0","","0","","0"
"1210020610","217339","312","","0","","0","","0","183205","92","","0","","0","","0"
"1210020620","481433","410","","0","","0","","0","486678","254","","0","","0","","0"
"1210020630","4019660","870","","0","","0","","0","4817711","293","","0","","0","","0"
"1210020640","5131957","961","","0","","0","","0","4889975","349","","0","","0","","0"
"1210020650","442145","618","","0","","0","","0","460624","335","","0","","0","","0"
"1210020660","216380","472","","0","","0","","0","217746","152","","0","","0","","0"
"1210020670","4779633","1216","","0","","0","","0","4755681","706","","0","","0","","0"
"1210020680","581227","548","","0","","0","","0","160147","338","","0","","0","","0"
"1210020690","900831003","1375","","0","","0","","0","903444203","521","","0","","0","","0"
"1210020700","9200341709","29","","0","","0","","0","225010","243","","0","","0","","0"
"1210020710","115805","1177","","0","","0","","0","101222","591","","0","","0","","0"
"1210020720","890452803","905","","0","","0","","0","890376203","503","","0","","0","","0"
"1210020730","2089399","1036","","0","","0","","0","2089187","840","","0","","0","","0"
"1210020740","1211828","1927","","0","","0","","0","1122880","736","","0","","0","","0"
"1210020750","3907644","1410","","0","","0","","0","3893500","495","","0","","0","","0"
"1210020760","523594","1169","","0","","0","","0","474148","486","","0","","0","","0"
"1210020770","580922","697","","0","","0","","0","474004","278","","0","","0","","0"
"1210020780","","0","","0","","0","","0","","0","","0","","0","","0"
"1210020790","3990047","1247","","0","","0","","0","3892377","421","","0","","0","","0"
"1210020800","1231942","1061","","0","","0","","0","1233989","30","","0","","0","","0"
"1210020810","609044","60","","0","","0","","0","672974","19","","0","","0","","0"
"1210020820","","0","","0","","0","","0","","0","","0","","0","","0"
"1210020830","611827","2266","","0","","0","","0","599317","913","","0","","0","","0"
"1210020840","53953","259","","0","","0","","0","32024","137","","0","","0","","0"
"1210020850","30602","417","","0","","0","","0","30601","228","","0","","0","","0"
"1210020860","4539179","905","","0","","0","","0","4645483","293","","0","","0","","0"
"1210020870","342862","500","","0","","0","","0","12706","177","","0","","0","","0"
"1210020880","890558103","1109","","0","","0","","0","890403303","424","","0","","0","","0"
"1210020890","176209","501","","0","","0","","0","695507","37","","0","","0","","0"
"1210020900","","0","","0","","0","","0","","0","","0","","0","","0"
"1210020910","","0","","0","","0","","0","","0","","0","","0","","0"
"1210020920","5258283","2003","","0","","0","","0","224999","154","","0","","0","","0"
"1210020930","247197","132","","0","","0","","0","53622","48","","0","","0","","0"
"1210020940","5039706","1118","","0","","0","","0","5005136","198","","0","","0","","0"
"1210020950","452865","850","","0","","0","","0","507902","264","","0","","0","","0"
"1210030010","2085634","1549","","0","","0","","0","2088610","638","","0","","0","","0"
"1210030020","439890","1234","","0","","0","","0","442344","450","","0","","0","","0"
"1210030030","482221","703","","0","","0","","0","471096","362","","0","","0","","0"
"1210030040","509584","550","","0","","0","","0","527908","355","","0","","0","","0"
"1210030050","641181","1905","","0","","0","","0","634512","818","","0","","0","","0"
"1210030060","504638","2108","","0","","0","","0","477840","307","","0","","0","","0"
"1210030070","3000541","382","","0","","0","","0","2157968","197","","0","","0","","0"
"1210030080","2702022","1590","","0","","0","","0","2734727","1095","","0","","0","","0"
"1210030090","2779841","1570","","0","","0","","0","2797863","773","","0","","0","","0"
"1210030100","110437","646","","0","","0","","0","114635","39","","0","","0","","0"
"1210030110","976151","1237","","0","","0","","0","976153","695","","0","","0","","0"
"1210030120","","0","","0","","0","","0","","0","","0","","0","","0"
"1210030130","68399","1698","","0","","0","","0","32093","910","","0","","0","","0"
"1210030140","193786","1283","","0","","0","","0","114200","209","","0","","0","","0"
"1210030150","2057","891","","0","","0","","0","43410","411","","0","","0","","0"
"1210030160","839099","226","","0","","0","","0","899412","84","","0","","0","","0"
"1210030170","","0","","0","","0","","0","","0","","0","","0","","0"
"1210030180","250607","1060","","0","","0","","0","250974","592","","0","","0","","0"
"1210030190","213150","450","","0","","0","","0","244785","344","","0","","0","","0"
"1210030200","3926845","2011","","0","","0","","0","3805186","815","","0","","0","","0"
"1210030210","387390","1149","","0","","0","","0","142788","10","","0","","0","","0"
"1210030220","900894303","1988","","0","","0","","0","902610308","199","","0","","0","","0"
"1210030230","4716981","1582","","0","","0","","0","4645811","911","","0","","0","","0"
"1210030240","432609","2112","","0","","0","","0","321835","111","","0","","0","","0"
"1210030250","247373","1052","","0","","0","","0","233180","252","","0","","0","","0"
"1210030260","10000136","1556","","0","","0","","0","10015965","119","","0","","0","","0"
"1210030270","77681","383","","0","","0","","0","78389","43","","0","","0","","0"
"1210030280","352803","735","","0","","0","","0","300304","43","","0","","0","","0"
"1210030290","235120","445","","0","","0","","0","328601","100","","0","","0","","0"
"1210030300","443298","1448","","0","","0","","0","538903","201","","0","","0","","0"
"1210030310","613253","703","","0","","0","","0","653891","375","","0","","0","","0"
"1210030320","200279","358","","0","","0","","0","94478","129","","0","","0","","0"
"1210030330","99176","1294","","0","","0","","0","122397","676","","0","","0","","0"
"1210030340","4783649","3398","","0","","0","","0","4887742","357","","0","","0","","0"
"1210030350","506934","79","","0","","0","","0","366695","45","","0","","0","","0"
"1210030360","175748","839","","0","","0","","0","183793","269","","0","","0","","0"
"1210030370","121723","1676","","0","","0","","0","90154","45","","0","","0","","0"
"1210030380","586938","1469","","0","","0","","0","595223","533","","0","","0","","0"
"1210030390","3926744","1280","","0","","0","","0","3813125","376","","0","","0","","0"
"1210030400","351353","187","","0","","0","","0","384713","81","","0","","0","","0"
"1210030410","5258293","560","","0","","0","","0","4471569","279","","0","","0","","0"
"1210030420","405244","1055","","0","","0","","0","300421","528","","0","","0","","0"
"1210030430","307525","972","","0","","0","","0","284738","596","","0","","0","","0"
"1210030440","30954","863","","0","","0","","0","29865","462","","0","","0","","0"
"1210030450","236454","1091","","0","","0","","0","145069","569","","0","","0","","0"
"1210030460","679887","1050","","0","","0","","0","701087","249","","0","","0","","0"
"1210030470","322836","1357","","0","","0","","0","315943","808","","0","","0","","0"
"1210030480","","0","","0","","0","","0","","0","","0","","0","","0"
"1210030490","4063548","2037","","0","","0","","0","4072845","920","","0","","0","","0"
"1210030500","3164717","1724","","0","","0","","0","3196928","879","","0","","0","","0"
"1210030510","3408309","80","","0","3407023","448","","0","3257872","466","","0","","0","","0"
"1210030520","3407025","756","","0","","0","","0","7936470","14","","0","","0","","0"
"1210030530","976135","127","","0","","0","","0","933762","46","","0","","0","","0"
"1210030540","281535","219","","0","","0","","0","48880","95","","0","","0","","0"
"1210030550","429273","1175","","0","","0","","0","339058","467","","0","","0","","0"
"1210030560","326241","1440","","0","","0","","0","663117","138","","0","","0","","0"
"1210030570","10206407","5","","0","","0","","0","1149096","1","","0","","0","","0"
"1210030580","3047642","1735","","0","","0","","0","2846097","544","","0","","0","","0"
"1210030590","200866","910","","0","","0","","0","174120","102","","0","","0","","0"
"1210030600","428810","30","","0","","0","","0","326268","6","","0","","0","","0"
"1210030610","4016775","531","","0","","0","","0","4828644","325","","0","","0","","0"
"1210030620","2702153","1968","","0","","0","","0","2648415","551","","0","","0","","0"
"1210030630","2861347","821","","0","","0","","0","2526025","665","","0","","0","","0"
"1210030640","424554","537","","0","","0","","0","416623","257","","0","","0","","0"
"1210030650","122063","213","","0","","0","","0","127582","11","","0","","0","","0"
"1210030660","509204","1178","","0","","0","","0","512048","528","","0","","0","","0"
"1210030670","3606774","2788","","0","","0","","0","3616297","219","","0","","0","","0"
"1210030680","4147451","823","","0","","0","","0","4157653","428","","0","","0","","0"
"1210030690","132670","646","","0","","0","","0","138826","207","","0","","0","","0"
"1210030700","4830037","1534","","0","","0","","0","4756167","559","","0","","0","","0"
"1210040010","264492","1348","","0","","0","","0","235221","40","","0","","0","","0"
"1210040020","336954","829","","0","","0","","0","67344","212","","0","","0","","0"
"1210040030","203069","735","","0","","0","","0","201347","821","","0","","0","","0"
"1210040040","625538","1148","","0","","0","","0","670796","375","","0","","0","","0"
"1210040050","258103","2910","","0","","0","","0","178579","1457","","0","","0","","0"
"1210040060","216947","1273","","0","","0","","0","171755","466","","0","","0","","0"
"1210040070","5250","1758","","0","","0","","0","689973","532","","0","","0","","0"
"1210040080","639263","6","","0","","0","","0","8319042","2","","0","","0","","0"
"1210040090","5039737","1576","","0","","0","","0","5005030","837","","0","","0","","0"
"1210040100","1165855","552","","0","","0","","0","1125517","297","","0","","0","","0"
"1210040110","204336","1131","","0","","0","","0","2311568","506","","0","","0","","0"
"1210040120","2780757","1771","","0","","0","","0","2797379","989","","0","","0","","0"
"1210040130","9221962","581","","0","","0","","0","9224314","68","","0","","0","","0"
"1210040140","3989682","2187","","0","","0","","0","3807095","1045","","0","","0","","0"
"1210040150","5033408","1538","","0","","0","","0","5014481","929","","0","","0","","0"
"1210040160","423019","874","","0","","0","","0","414616","591","","0","","0","","0"
"1210040170","111622","1033","","0","","0","","0","74715","486","","0","","0","","0"
"1210040180","73199","105","","0","","0","","0","101591","15","","0","","0","","0"
"1210040190","913664","596","","0","","0","","0","50738","114","","0","","0","","0"
"1210040200","4539118","1198","","0","","0","","0","144469","162","","0","","0","","0"
"1210040210","646873","205","","0","","0","","0","659706","238","","0","","0","","0"
"1210040220","155121","1742","","0","","0","","0","153169","686","","0","","0","","0"
"1210040230","40045","251","","0","","0","","0","51024","26","","0","","0","","0"
"1210040240","280724","177","","0","","0","","0","128644","36","","0","","0","","0"
"1210040250","755493","521","","0","","0","","0","696661","407","","0","","0","","0"
"1210040260","551281","1397","","0","","0","","0","543644","67","","0","","0","","0"
"1210040270","471409","1237","","0","","0","","0","460414","474","","0","","0","","0"
"1210040280","3035393","1310","","0","","0","","0","3016614","564","","0","","0","","0"
"1210040290","385815","1172","","0","","0","","0","357125","812","","0","","0","","0"
"1210040300","4387960","1443","","0","","0","","0","4157809","608","","0","","0","","0"
"1210040310","302743","879","","0","","0","","0","49016","134","","0","","0","","0"
"1210040320","9083","1252","","0","","0","","0","3052","534","","0","","0","","0"
"1210040330","439901","879","","0","","0","","0","257812","74","","0","","0","","0"
"1210040340","286514","487","","0","","0","","0","269576","291","","0","","0","","0"
"1210040350","353005","1227","","0","","0","","0","347439","627","","0","","0","","0"
"1210040360","461562","1006","","0","","0","","0","470268","562","","0","","0","","0"
"1210040370","2469228","1398","","0","","0","","0","3065650","467","","0","","0","","0"
"1210040380","301325","463","","0","","0","","0","87832","140","","0","","0","","0"
"1210040390","6765169","2139","","0","","0","","0","6824107","2083","","0","","0","","0"
"1210040400","293427","1719","","0","","0","","0","182657","540","","0","","0","","0"
"1210040410","354318","686","","0","","0","","0","353035","333","","0","","0","","0"
