"ЛИЦЕВОЙ","ХВС ВАННА НОМЕР","ХВС ВАННЯ ПОКАЗ","ХВС ТУАЛЕТ НОМЕР","ХВС ТУАЛЕТ ПОКАЗ","ХВС КУХНЯ НОМЕР","ХВС КУХНЯ ПОКАЗ","ПОЛИВ НОМЕР","ПОЛИВ ПОКАЗ","ГВС ВАННА НОМЕР","ГВС ВАННЯ ПОКАЗ","ГВС ТУАЛЕТ НОМЕР","ГВС ТУАЛЕТ ПОКАЗ","ГВС КУХНЯ НОМЕР","ГВС КУХНЯ ПОКАЗ","ОБРАТКА НОМЕР","ОБРАТКА ПОКАЗ"
"2140081100","378104","1120","","0","382458","232","","0","658428","302","","0","380581","140","","0"
"2140081110","309097","1625","","0","","0","","0","293864","401","","0","","0","","0"
"2140081120","270100","835","","0","276460","208","","0","","0","","0","243880","296","","0"
"2140081130","","0","","0","","0","","0","","0","","0","","0","","0"
"2140081140","637176","1045","","0","638042","187","","0","638996","296","","0","617485","175","","0"
"2140081150","49911","984","","0","","0","","0","69047","789","","0","","0","","0"
"2140081160","3242992","1261","","0","3047764","269","","0","3197622","165","","0","2900175","51","","0"
"2140081170","","0","","0","","0","","0","","0","","0","","0","","0"
"2140090010","914587","137","","0","","0","","0","632242","126","","0","","0","","0"
"2140090020","479687","763","","0","","0","","0","537114","507","","0","","0","","0"
"2140090030","345839","1253","","0","","0","","0","333994","706","","0","","0","","0"
"2140090040","120412","1650","","0","","0","","0","100656","700","","0","","0","","0"
"2140090050","483362","2664","","0","","0","","0","489875","343","","0","","0","","0"
"2140090060","5001895","896","","0","","0","","0","3260073","348","","0","","0","","0"
"2140090070","16816","973","","0","","0","","0","10071","292","","0","","0","","0"
"2140090080","179695","356","","0","","0","","0","167713","137","","0","","0","","0"
"2140090090","","0","","0","","0","","0","","0","","0","","0","","0"
"2140090100","910567","522","","0","","0","","0","46923","60","","0","","0","","0"
"2140090110","27095","1324","","0","","0","","0","45160","1211","","0","","0","","0"
"2140090120","9200355688","178","","0","","0","","0","224888","30","","0","","0","","0"
"2140090130","265098","1293","","0","","0","","0","276710","696","","0","","0","","0"
"2140090140","491102","574","","0","","0","","0","442017","287","","0","","0","","0"
"2140090150","4735","2086","","0","","0","","0","62185","116","","0","","0","","0"
"2140090160","2552138","771","","0","","0","","0","2526109","425","","0","","0","","0"
"2140090170","5851656","1038","","0","","0","","0","5867737","610","","0","","0","","0"
"2140090180","4552","1173","","0","","0","","0","20264","1173","","0","","0","","0"
"2140090190","4014377","820","","0","","0","","0","4077580","499","","0","","0","","0"
"2140090200","3047827","878","","0","","0","","0","3065616","433","","0","","0","","0"
"2140090210","18062","601","","0","","0","","0","21520","170","","0","","0","","0"
"2140090220","3193361","411","","0","","0","","0","3140889","4","","0","","0","","0"
"2140090230","29818","87","","0","","0","","0","5200651","43","","0","","0","","0"
"2140090241","1181807","835","","0","","0","","0","1186661","365","","0","","0","","0"
"2140090242","","835","","0","","0","","0","","365","","0","","0","","0"
"2140090250","607987","1297","","0","","0","","0","507668","591","","0","","0","","0"
"2140090260","3606759","1470","","0","","0","","0","3616252","608","","0","","0","","0"
"2140090270","691048","1004","","0","","0","","0","1215131","100","","0","","0","","0"
"2140090280","","0","","0","","0","","0","","0","","0","","0","","0"
"2140090290","295051","364","","0","","0","","0","298002","212","","0","","0","","0"
"2140090300","359764","649","","0","","0","","0","314428","219","","0","","0","","0"
"2140090310","4023416","870","","0","","0","","0","3996449","457","","0","","0","","0"
"2140090320","371188","1357","","0","","0","","0","6348275","98","","0","","0","","0"
"2140090330","305046","139","","0","","0","","0","296253","96","","0","","0","","0"
"2140090340","10070297","934","","0","","0","","0","10020498","226","","0","","0","","0"
"2140090350","834318","1482","","0","","0","","0","833546","750","","0","","0","","0"
"2140090360","1218230","1453","","0","","0","","0","1231392","138","","0","","0","","0"
"2140090370","4489165","2771","","0","","0","","0","4468371","827","","0","","0","","0"
"2140090380","4841423","811","","0","","0","","0","3805072","225","","0","","0","","0"
"2140090390","220465","878","","0","","0","","0","618","161","","0","","0","","0"
"2140090400","423275","1610","","0","","0","","0","414784","908","","0","","0","","0"
"2140090410","599999","1753","","0","","0","","0","590890","1180","","0","","0","","0"
"2140090420","641496","482","","0","","0","","0","640782","194","","0","","0","","0"
"2140090430","","0","","0","","0","","0","","0","","0","","0","","0"
"2140090440","12674","20","","0","","0","","0","10637","1","","0","","0","","0"
"2140090450","501864","1445","","0","","0","","0","542899","890","","0","","0","","0"
"2140090460","73333","365","","0","","0","","0","101852","271","","0","","0","","0"
"2140090470","339771","583","","0","","0","","0","289859","671","","0","","0","","0"
"2140090480","173006","1755","","0","","0","","0","108873","218","","0","","0","","0"
"2140090490","236875","1425","","0","","0","","0","238946","187","","0","","0","","0"
"2140090500","5851898","664","","0","","0","","0","90851","161","","0","","0","","0"
"2140090510","4539506","1155","","0","","0","","0","4572239","409","","0","","0","","0"
"2140090520","4022632","2037","","0","","0","","0","123379","21","","0","","0","","0"
"2140090530","153163","1652","","0","","0","","0","195920","626","","0","","0","","0"
"2140090540","151600","1532","","0","","0","","0","51995","44","","0","","0","","0"
"2140090550","3606546","523","","0","","0","","0","3616369","259","","0","","0","","0"
"2140090560","229937","1095","","0","","0","","0","221430","627","","0","","0","","0"
"2140090570","216711","1208","","0","","0","","0","182643","938","","0","","0","","0"
"2140090580","4715853","1175","","0","","0","","0","4646669","13","","0","","0","","0"
"2140090590","50813","997","","0","","0","","0","36207","378","","0","","0","","0"
"2140090600","264345","2565","","0","","0","","0","262785","1413","","0","","0","","0"
"2140090610","324429","659","","0","","0","","0","286174","54","","0","","0","","0"
"2140090620","4719668","1269","","0","","0","","0","4646607","346","","0","","0","","0"
"2140090630","3907542","529","","0","","0","","0","44973","98","","0","","0","","0"
"2140090640","321706","125","","0","","0","","0","121791","10","","0","","0","","0"
"2140090650","7300759","161","","0","","0","","0","7320733","102","","0","","0","","0"
"2140090660","464919","724","","0","","0","","0","425719","78","","0","","0","","0"
"2140090670","5931692","946","","0","","0","","0","13022204","76","","0","","0","","0"
"2140090680","432538","1612","","0","","0","","0","364788","580","","0","","0","","0"
"2140090690","","0","","0","","0","","0","","0","","0","","0","","0"
"2140090700","294048","455","","0","","0","","0","250298","16","","0","","0","","0"
"2140090710","3696","746","","0","","0","","0","9206","373","","0","","0","","0"
"2140090720","4014507","952","","0","","0","","0","83766","2","","0","","0","","0"
"2140090731","486457","856","","0","","0","","0","211641","21","","0","","0","","0"
"2140090732","","856","","0","","0","","0","","21","","0","","0","","0"
"2140090740","6275447","500","","0","","0","","0","6264292","195","","0","","0","","0"
"2140090750","4025187","824","","0","","0","","0","3815895","234","","0","","0","","0"
"2140090760","3299502","1731","","0","","0","","0","5176","67","","0","","0","","0"
"2140090770","486473","1303","","0","","0","","0","464357","689","","0","","0","","0"
"2140090780","643728","357","","0","","0","","0","645880","64","","0","","0","","0"
"2140090790","629053","708","","0","","0","","0","36839","133","","0","","0","","0"
"2140090800","2358115","1027","","0","","0","","0","2339882","611","","0","","0","","0"
"2140090810","241155","670","","0","","0","","0","223777","344","","0","","0","","0"
"2140090820","","0","","0","","0","","0","","0","","0","","0","","0"
"2140090830","289363","720","","0","","0","","0","283938","487","","0","","0","","0"
"2140090840","73198","1305","","0","","0","","0","105698","657","","0","","0","","0"
"2140090850","4110198","4577","","0","","0","","0","4603105","2316","","0","","0","","0"
"2140090860","8097155","29","","0","","0","","0","7892962","20","","0","","0","","0"
"2140090870","37872","1664","","0","","0","","0","24396","199","","0","","0","","0"
"2140090880","834340","1114","","0","","0","","0","833538","205","","0","","0","","0"
"2140090890","467367","1067","","0","","0","","0","58484","626","","0","","0","","0"
"2140090900","345665","1605","","0","","0","","0","366535","906","","0","","0","","0"
"2140090910","641868","1397","","0","","0","","0","646021","856","","0","","0","","0"
"2140090920","3047793","1100","","0","","0","","0","379385","5666","","0","","0","","0"
"2140090930","3447128","709","","0","","0","","0","3336094","277","","0","","0","","0"
"2140090940","","0","","0","","0","","0","","0","","0","","0","","0"
"2140090950","834344","1739","","0","","0","","0","834343","528","","0","","0","","0"
"2140090960","9141","1772","","0","","0","","0","3067","551","","0","","0","","0"
"2140090970","702747","1465","","0","","0","","0","623961","495","","0","","0","","0"
"2140090980","1485720","889","","0","","0","","0","1311128","450","","0","","0","","0"
"2140090990","514275","1235","","0","","0","","0","514279","337","","0","","0","","0"
"2140091000","217236","1230","","0","","0","","0","222670","278","","0","","0","","0"
"2140091010","2908400","1399","","0","","0","","0","2799503","678","","0","","0","","0"
"2140091020","4878870","1204","","0","","0","","0","4550602","503","","0","","0","","0"
"2140091030","344962","0","","0","","0","","0","366290","0","","0","","0","","0"
"2140091040","4660661","1973","","0","","0","","0","4645868","849","","0","","0","","0"
"2140091050","42601","150","","0","","0","","0","512211","861","","0","","0","","0"
"2140091060","4109548","1085","","0","","0","","0","4077103","527","","0","","0","","0"
"2140091070","4024721","1537","","0","","0","","0","4829444","429","","0","","0","","0"
"2140091080","443781","1320","","0","","0","","0","431866","439","","0","","0","","0"
"2140091090","605015","1654","","0","","0","","0","582803","625","","0","","0","","0"
"2140091100","650918","1392","","0","","0","","0","8200001320","61","","0","","0","","0"
"2140091110","202979","1162","","0","","0","","0","200782","339","","0","","0","","0"
"2140091120","398546","1206","","0","","0","","0","403091","312","","0","","0","","0"
"2140091130","994","927","","0","","0","","0","587983","223","","0","","0","","0"
"2140091140","275765","497","","0","","0","","0","605860","260","","0","","0","","0"
"2140091150","4489490","1837","","0","","0","","0","4473028","727","","0","","0","","0"
"2140091160","361549","598","","0","","0","","0","622719","452","","0","","0","","0"
"2140091170","512419","787","","0","","0","","0","527835","379","","0","","0","","0"
"2140091180","289786","861","","0","","0","","0","293887","198","","0","","0","","0"
"2140091190","549436","1691","","0","","0","","0","527107","538","","0","","0","","0"
"2140100010","01-00763","627","","0","","0","","0","01-01055","194","","0","","0","","0"
"2140100020","197732","643","","0","","0","","0","183619","251","","0","","0","","0"
"2140100030","246637","233","","0","","0","","0","9200120957","4","","0","","0","","0"
"2140100040","327535","1690","","0","","0","","0","357467","750","","0","","0","","0"
"2140100050","113734","548","","0","","0","","0","136569","354","","0","","0","","0"
"2140100060","573110","1278","","0","","0","","0","190617","658","","0","","0","","0"
"2140100070","657751","487","","0","","0","","0","653811","114","","0","","0","","0"
"2140100080","68051","961","","0","","0","","0","66499","81","","0","","0","","0"
"2140100090","211035","943","","0","","0","","0","173615","587","","0","","0","","0"
"2140100100","123315","441","","0","","0","","0","129989","23","","0","","0","","0"
"2140100110","58463","212","","0","","0","","0","45989","20","","0","","0","","0"
"2140100120","283306","852","","0","","0","","0","","0","","0","","0","","0"
"2140100130","913689","457","","0","","0","","0","48044","0","","0","","0","","0"
"2140100140","19780","462","","0","","0","","0","22417","530","","0","","0","","0"
"2140100150","","0","","0","","0","","0","","0","","0","","0","","0"
"2140100160","3048104","1164","","0","","0","","0","2846434","450","","0","","0","","0"
"2140100170","192825","832","","0","","0","","0","316407","47","","0","","0","","0"
"2140100180","01-00910","1044","","0","","0","","0","01-00729","307","","0","","0","","0"
"2140100190","450933","340","","0","","0","","0","276627","103","","0","","0","","0"
"2140100200","14361","317","","0","","0","","0","10991","70","","0","","0","","0"
"2140100210","623561","908","","0","","0","","0","60952","523","","0","","0","","0"
"2140100220","4551773","1027","","0","","0","","0","4551772","657","","0","","0","","0"
"2140100230","394122","598","","0","","0","","0","210027","204","","0","","0","","0"
"2140100240","418826","1416","","0","","0","","0","470038","854","","0","","0","","0"
"2140100250","5951676","477","","0","","0","","0","5252771","87","","0","","0","","0"
"2140100260","14682","1181","","0","","0","","0","9884","267","","0","","0","","0"
"2140100270","976155","915","","0","","0","","0","976139","249","","0","","0","","0"
"2140100280","","0","","0","","0","","0","","0","","0","","0","","0"
"2140100290","222503","632","","0","","0","","0","223340","316","","0","","0","","0"
"2140100300","649920","836","","0","","0","","0","649310","298","","0","","0","","0"
"2140100310","","0","","0","","0","","0","","0","","0","","0","","0"
"2140100320","103254","1769","","0","","0","","0","90233","1006","","0","","0","","0"
"2140100330","","0","4016976","794","4022270","60","","0","4545210","205","","0","","0","","0"
"2140100340","","0","","0","","0","","0","","0","","0","","0","","0"
"2140100350","5849387","770","","0","","0","","0","5760665","513","","0","","0","","0"
"2140100360","138057","1337","","0","","0","","0","133864","527","","0","","0","","0"
"2140100370","385415","973","","0","","0","","0","241327","253","","0","","0","","0"
"2140100380","175270","815","","0","","0","","0","172461","133","","0","","0","","0"
"2140100390","130509","969","","0","","0","","0","110698","191","","0","","0","","0"
"2140100400","486878","894","","0","","0","","0","470899","373","","0","","0","","0"
"2140100410","101827170","556","","0","101827329","42","","0","101827281","51","","0","101827304","44","","0"
"2140100420","","0","","0","","0","","0","","0","","0","","0","","0"
"2140100430","4016503","1001","","0","3990211","317","","0","3896812","423","","0","3894305","318","","0"
"2140100440","283726","77","","0","","0","","0","49743","1","","0","","0","","0"
"2140100450","8014815","45","","0","7740358","9","","0","8051517","4","","0","8051221","2","","0"
"2140100460","279807","270","","0","","0","","0","128062","0","","0","","0","","0"
"2140100470","570520","1150","","0","570259","238","","0","543301","336","","0","565144","124","","0"
"2140100480","69483","293","","0","68938","57","","0","65315","44","","0","67986","101","","0"
"2140100490","138879","1153","","0","112932","455","","0","476785","404","","0","31868","177","","0"
"2140100500","508578","453","","0","505474","204","","0","505520","272","","0","505575","123","","0"
"2140100510","","0","","0","","0","","0","","0","","0","","0","","0"
"2140100520","308275","314","","0","302710","138","","0","135965","17","","0","254349","5","","0"
"2140100530","426075","696","","0","420750","98","","0","423974","16","","0","423578","4","","0"
"2140100540","90413","437","","0","86401","94","","0","91486","70","","0","91308","57","","0"
"2140100550","604466","430","","0","601186","200","","0","517102","163","","0","516803","138","","0"
"2140100560","26761","500","","0","27146","169","","0","18061","4","","0","395026","1","","0"
"2140100570","1181798","853","","0","1181815","215","","0","1186641","45","","0","1186643","152","","0"
"2140100580","4108255","488","","0","3909415","254","","0","4077409","217","","0","4078549","120","","0"
"2140100590","4829919","626","","0","4828245","452","","0","4756005","262","","0","4755890","178","","0"
"2140100600","299513","678","","0","","0","","0","376402","253","","0","","0","","0"
"2140100610","180053","408","","0","","0","","0","171878","158","","0","","0","","0"
"2140100620","4075857","754","","0","","0","","0","4042104","300","","0","","0","","0"
"2140100630","554017","260","","0","","0","","0","613490","69","","0","","0","","0"
"2140100640","191809","255","","0","","0","","0","138416","33","","0","","0","","0"
"2140100650","394071","419","","0","","0","","0","395487","158","","0","","0","","0"
"2140100660","119246","736","","0","","0","","0","122072","329","","0","","0","","0"
"2140100670","29025","145","","0","","0","","0","56455","56","","0","","0","","0"
"2140100680","92372","1680","","0","","0","","0","92421","900","","0","","0","","0"
"2140100690","3251635","531","","0","","0","","0","2900062","230","","0","","0","","0"
"2140100700","21608","1200","","0","","0","","0","22059","239","","0","","0","","0"
"2140100710","283282","838","","0","","0","","0","189610","253","","0","","0","","0"
"2140100720","432477","1261","","0","","0","","0","384591","301","","0","","0","","0"
"2140100730","356914","642","","0","","0","","0","186494","299","","0","","0","","0"
"2140100740","575678","1283","","0","","0","","0","220876","592","","0","","0","","0"
"2140100750","388610","7","","0","","0","","0","584750","3","","0","","0","","0"
"2140100760","702501","1466","","0","","0","","0","686024","395","","0","","0","","0"
"2140100770","139729","121","","0","","0","","0","128482","24","","0","","0","","0"
"2140100780","360541","702","","0","","0","","0","356919","637","","0","","0","","0"
"2140100790","6388","149","","0","","0","","0","298571","21","","0","","0","","0"
"2140100800","4108823","1350","","0","","0","","0","4077554","1023","","0","","0","","0"
"2140100810","78805","1222","","0","","0","","0","117438","119","","0","","0","","0"
"2140100820","4027022","1021","","0","","0","","0","4829377","200","","0","","0","","0"
"2140100830","408053","516","","0","","0","","0","227613","71","","0","","0","","0"
"2140100840","4780614","1317","","0","","0","","0","13022177","0","","0","","0","","0"
"2140100850","4108660","828","","0","","0","","0","01-00421","557","","0","","0","","0"
"2140100860","172990","373","","0","","0","","0","184394","22","","0","","0","","0"
"2140100870","4484892","709","","0","","0","","0","4471594","357","","0","","0","","0"
"2140100880","374891","1005","","0","","0","","0","636249","269","","0","","0","","0"
"2140100890","263673","375","","0","","0","","0","78691","148","","0","","0","","0"
"2140100900","24558","872","","0","","0","","0","23000","784","","0","","0","","0"
"2140100910","326169","700","","0","","0","","0","","0","","0","","0","","0"
"2140100920","556640","1786","","0","","0","","0","568915","160","","0","","0","","0"
"2140100930","333094","1271","","0","","0","","0","305047","470","","0","","0","","0"
"2140100940","","0","","0","","0","","0","","0","","0","","0","","0"
"2140100950","","0","","0","","0","","0","","0","","0","","0","","0"
"2140100960","478371","665","","0","","0","","0","455555","338","","0","","0","","0"
"2140100970","321279","222","","0","","0","","0","122571","41","","0","","0","","0"
"2140100980","394579","1665","","0","","0","","0","395093","151","","0","","0","","0"
"2140100990","198301","242","","0","","0","","0","238049","82","","0","","0","","0"
"2140101000","282964","1438","","0","","0","","0","186551","807","","0","","0","","0"
"2150070010","2779309","4486","","0","","0","14129670","180","","0","","0","","0","","0"
"2150070020","105506","189","","0","","0","120273","83","197552","25","","0","","0","","0"
"2150080010","","0","","0","","0","","0","","0","","0","","0","","0"
"2150080020","322358","117","","0","","0","249162","14","8222598","16","","0","","0","","0"
"2150090010","333656","1298","","0","","0","","0","137272","4805","","0","","0","2032657","1"
"2150090020","522182","1392","","0","","0","","0","515279","4398","","0","","0","512546","4070"
"2150100010","192519","879","","0","","0","180122","268","184372","5675","","0","","0","","0"
"2150100020","188948","1122","","0","","0","250013","1653","183800","600","","0","","0","","0"
"2150110010","746911","1009","","0","","0","242480","372","243115","3525","","0","","0","","0"
"2150110020","205570","99","","0","","0","","0","142886","73","","0","","0","","0"
"2150120010","7277535","3367","","0","","0","2383615","669","7259412","501","","0","7261994","321","","0"
"2150120020","240071","2542","","0","","0","240618","829","217080","48","","0","","0","121004","1"
"2150130010","99898","3324","","0","","0","99854","206","76455","13994","","0","","0","","0"
"2150130020","4027053","2852","","0","","0","88206","1713","53042","686","","0","","0","","0"
"2150140010","82384","1110","","0","","0","71118","185","78845","545","","0","","0","","0"
"2150140020","153427","2847","","0","","0","21735","884","","0","","0","","0","","0"
"2150150010","442596","2668","","0","","0","4009","191","391726","367","","0","","0","","0"
"2150150020","16441","1504","","0","","0","5016403","1078","245053","37","","0","","0","","0"
"2150160010","310177","967","","0","","0","67288","361","445434","306","","0","","0","","0"
"2150160020","6586595","1392","","0","","0","68670","862","78794","39","","0","","0","","0"
"2150170010","7141844","3434","","0","","0","196745","646","7257516","507","","0","7261368","455","","0"
"2150170020","7280688","1808","","0","","0","7261328","461","7257137","612","","0","","0","","0"
"2150180010","246972","1270","","0","","0","","0","22277","88","","0","","0","","0"
"2150180020","482285","3643","","0","","0","","0","507442","12","","0","","0","","0"
"2150190010","488710","459","","0","","0","196670","111","191914","79","","0","","0","","0"
"2150190020","","0","","0","","0","","0","","0","","0","","0","","0"
"2150200010","719923","92","","0","615798","127","615783","175","628742","513","","0","650956","165","","0"
"2150200020","73397","900","","0","","0","92144","208","105616","78","","0","","0","105029","7"
"2150210010","239175","644","","0","","0","239448","347","223523","29","","0","","0","","0"
"2150210020","743494","578","","0","","0","746811","110","693145","152","","0","","0","","0"
"2150220010","7287399","4116","","0","","0","238914","39","7261635","799","","0","7261370","1044","","0"
"2150220020","7222876","2892","","0","","0","23618","350","7259839","334","","0","54428","109","","0"
"2150230010","116655","406","","0","","0","922799","32","50757","45","","0","","0","","0"
"2150230020","3785916","2485","","0","","0","387292","245","","0","","0","","0","","0"
"2150240010","301983","775","","0","","0","303859","713","288907","389","","0","","0","","0"
"2150240020","245346","1123","","0","","0","331619","874","238514","1007","","0","","0","","0"
"2150250010","10488633","1069","","0","","0","10485798","671","10480077","318","","0","","0","","0"
"2150250020","653182","518","","0","","0","652222","1618","600992","770","","0","","0","","0"
"2150260010","89791","3513","","0","","0","6407219","1728","14066185","451","","0","","0","10099575","405"
"2150260020","7140535","2730","","0","","0","5952509","904","7261364","8978","","0","","0","7261296","8675"
"2150010010","280539","1164","","0","","0","","0","269349","147","","0","","0","","0"
"2150010020","200452","667","","0","","0","","0","196788","198","","0","","0","","0"
"2150010030","5258453","386","","0","","0","","0","4471376","254","","0","","0","","0"
"2150010040","138489","998","","0","","0","","0","130118","521","","0","","0","","0"
"2150010050","309503","990","","0","","0","","0","307954","56","","0","","0","","0"
"2150010060","","0","","0","","0","","0","","0","","0","","0","","0"
"2150010070","338596","794","","0","","0","","0","379461","157","","0","","0","","0"
"2150010080","","0","","0","","0","","0","","0","","0","","0","","0"
"2150010090","7943980","164","","0","","0","","0","380863","23","","0","","0","","0"
"2150010100","260564","1100","","0","","0","","0","16806","48","","0","","0","","0"
"2150010110","1181816","1190","","0","","0","","0","1186658","180","","0","","0","","0"
"2150010120","4388978","2587","","0","","0","","0","4158729","749","","0","","0","","0"
"2150010130","57864","717","","0","","0","","0","52271","2","","0","","0","","0"
"2150010140","441794","1191","","0","","0","","0","447000","314","","0","","0","","0"
"2150010150","337706","536","","0","","0","","0","294253","196","","0","","0","","0"
"2150010160","13025254","508","","0","","0","","0","01-00776","524","","0","","0","","0"
"2150010170","8481051","103","","0","","0","","0","8098470","1","","0","","0","","0"
"2150010180","","0","","0","","0","","0","","0","","0","","0","","0"
"2150010190","351620","685","","0","","0","","0","196696","24","","0","","0","","0"
"2150010200","114723","317","","0","","0","","0","6022622","67","","0","","0","","0"
"2150010210","355965","242","","0","","0","","0","283286","47","","0","","0","","0"
"2150010220","129648","1018","","0","","0","","0","739630","15","","0","","0","","0"
"2150010230","36584","107","","0","","0","","0","18962","9","","0","","0","","0"
"2150010240","219558","2606","","0","","0","","0","149832","1175","","0","","0","","0"
"2150010250","571380","1685","","0","","0","","0","597593","621","","0","","0","","0"
"2150010260","115131","1222","","0","","0","","0","93899","583","","0","","0","","0"
"2150010270","4146435","925","","0","","0","","0","4135844","255","","0","","0","","0"
"2150010280","378586","930","","0","","0","","0","270837","254","","0","","0","","0"
"2150010290","5709972","1136","","0","","0","","0","4569130","317","","0","","0","","0"
"2150010300","2085248","1692","","0","","0","","0","934432","388","","0","","0","","0"
"2150010310","","0","","0","","0","","0","","0","","0","","0","","0"
"2150010320","602441","291","","0","","0","","0","492687","27","","0","","0","","0"
"2150010330","603502","255","","0","","0","","0","203873","126","","0","","0","","0"
"2150010340","153930","220","","0","","0","","0","193497","2","","0","","0","","0"
"2150010350","7841925","44","","0","","0","","0","7414684","2","","0","","0","","0"
"2150010360","456076","1886","","0","","0","","0","460819","683","","0","","0","","0"
"2150010370","","0","","0","","0","","0","","0","","0","","0","","0"
"2150010380","4147322","1338","","0","","0","","0","4097702","297","","0","","0","","0"
"2150010390","9200125595","1","","0","","0","","0","9200109560","1","","0","","0","","0"
"2150010400","79335","238","","0","","0","","0","308037","0","","0","","0","","0"
"2150010410","","0","","0","","0","","0","","0","","0","","0","","0"
"2150010420","","0","","0","","0","","0","","0","","0","","0","","0"
"2150010430","1104382","1073","","0","901158","471","","0","2043850","586","","0","1004087","215","","0"
"2150010440","","0","","0","","0","","0","","0","","0","","0","","0"
"2150010450","4027048","903","","0","4025043","341","","0","3805214","161","","0","3815908","130","","0"
"2150010460","","0","","0","","0","","0","","0","","0","","0","","0"
"2150010470","246687","849","","0","249386","251","","0","341461","110","","0","272537","231","","0"
"2150010480","729930","1074","","0","724059","225","","0","737286","1019","","0","348594","152","","0"
"2150010490","","0","","0","","0","","0","","0","","0","","0","","0"
"2150010500","","0","","0","","0","","0","","0","","0","","0","","0"
"2150010510","96534","499","","0","","0","","0","61668","0","","0","","0","","0"
"2150010520","280889","540","","0","","0","","0","251443","37","","0","","0","","0"
"2150010530","5141620","182","","0","","0","","0","5150696","61","","0","","0","","0"
"2150010541","179148","1371","","0","","0","","0","262582","243","","0","","0","","0"
"2150010542","","1371","","0","","0","","0","","243","","0","","0","","0"
"2150010550","","0","","0","","0","","0","","0","","0","","0","","0"
"2150010560","","0","","0","","0","","0","","0","","0","","0","","0"
"2150010570","309346","1188","","0","","0","","0","244256","275","","0","","0","","0"
"2150010580","91591","504","","0","","0","","0","743807","62","","0","","0","","0"
"2150010590","4790315","2508","","0","","0","","0","4886515","1097","","0","","0","","0"
"2150010600","337401","967","","0","","0","","0","353640","230","","0","","0","","0"
"2150010610","4871314","904","","0","","0","","0","4894616","420","","0","","0","","0"
"2150010620","178771","1764","","0","","0","","0","150149","900","","0","","0","","0"
"2150010630","730911","1374","","0","","0","","0","727361","210","","0","","0","","0"
"2150010640","67151","335","","0","","0","","0","66806","41","","0","","0","","0"
"2150010650","","0","","0","","0","","0","","0","","0","","0","","0"
"2150010660","27405","1304","","0","","0","","0","144703","0","","0","","0","","0"
"2150010670","2526042","1346","","0","","0","","0","190570546","10","","0","","0","","0"
"2150010680","4490380","981","","0","","0","","0","4467877","361","","0","","0","","0"
"2150010690","1020733","920","","0","","0","","0","1032431","65","","0","","0","","0"
"2150010700","4489667","877","","0","","0","","0","4469676","151","","0","","0","","0"
"2150010710","525459","1402","","0","","0","","0","","0","","0","","0","","0"
"2150010720","376021","481","","0","","0","","0","10105411","0","","0","","0","","0"
"2150010730","53354","69","","0","","0","","0","342911","1","","0","","0","","0"
"2150010740","181282","1613","","0","","0","","0","174677","862","","0","","0","","0"
"2150010750","913378","167","","0","","0","","0","46909","64","","0","","0","","0"
"2150010760","4714093","2054","","0","","0","","0","4648520","380","","0","","0","","0"
"2150010770","223292","521","","0","","0","","0","245720","178","","0","","0","","0"
"2150010780","4049530","1337","","0","","0","","0","8512432","18","","0","","0","","0"
"2150010790","100766","516","","0","","0","","0","190898","70","","0","","0","","0"
"2150010800","345970","531","","0","","0","","0","347798","66","","0","","0","","0"
"2150010810","93672","429","","0","","0","","0","5343","143","","0","","0","","0"
"2150010820","4787366","1371","","0","","0","","0","4645844","400","","0","","0","","0"
"2150010830","5853257","1104","","0","","0","","0","5866865","468","","0","","0","","0"
"2150010840","5119013","1461","","0","","0","","0","4886010","628","","0","","0","","0"
"2150010850","6464","5","","0","","0","","0","160909","1","","0","","0","","0"
"2150010860","5928910","2324","","0","","0","","0","6012623","534","","0","","0","","0"
"2150010870","","0","","0","","0","","0","","0","","0","","0","","0"
"2150010880","3347647","1098","","0","","0","","0","3336803","379","","0","","0","","0"
"2150010890","24440","711","","0","","0","","0","38162","236","","0","","0","","0"
"2150010900","4827162","1422","","0","","0","","0","4755920","762","","0","","0","","0"
"2150020010","3047605","1348","","0","","0","","0","99154","28","","0","","0","","0"
"2150020020","283254","323","","0","","0","","0","121737","46","","0","","0","","0"
"2150020030","","0","","0","","0","","0","","0","","0","","0","","0"
"2150020040","515464","1444","","0","","0","","0","515105","114","","0","","0","","0"
"2150020050","239848","1653","","0","","0","","0","178525","316","","0","","0","","0"
"2150020060","4155908","1523","","0","","0","","0","3806840","547","","0","","0","","0"
"2150020070","37170","356","","0","","0","","0","36893","140","","0","","0","","0"
"2150020080","545109","1603","","0","","0","","0","559091","558","","0","","0","","0"
"2150020090","446199","760","","0","","0","","0","440921","174","","0","","0","","0"
"2150020100","58585","455","","0","","0","","0","46377","148","","0","","0","","0"
"2150020110","444696","729","","0","","0","","0","446999","341","","0","","0","","0"
"2150020120","506596","590","","0","","0","","0","492030","211","","0","","0","","0"
"2150020130","160238","83","","0","","0","","0","160930","9","","0","","0","","0"
"2150020140","32957","913","","0","","0","","0","29796","90","","0","","0","","0"
"2150020150","","0","","0","","0","","0","","0","","0","","0","","0"
"2150020160","4966732","2023","","0","","0","","0","124232","115","","0","","0","","0"
"2150020170","274292","2914","","0","","0","","0","324216","388","","0","","0","","0"
"2150020180","7184900","14","","0","","0","","0","7164780","9","","0","","0","","0"
